ror,id_oa,display_name,NomeEsteso,type,NomeOperativo,status,Tipologia,Statale,Indirizzo,COMUNE,PROVINCIA,REGIONE,ZonaGeografica,URL,ClasseDimensione,NomeRubrica,score
https://ror.org/027ynra39,https://openalex.org/I5561750,University of Bari Aldo Moro,Università degli Studi di Bari,funder,Bari,Attivo    ,Università,Statale   ,"P.zza Umberto I, 1 Palazzo Ateneo",BARI,BARI,PUGLIA,SUD,www.uniba.it,da 30.000 a 59.999,BARI,61.7
https://ror.org/05p2kf948,https://openalex.org/I37745579,University for Foreigners of Siena,Università per stranieri di Siena,education,Siena Stranieri,Attivo    ,Università,Statale   ,"Piazza Rosselli, 27-28",SIENA,SIENA,TOSCANA,CENTRO,www.unistrasi.it,inferiore a 10.000,Stranieri di SIENA,61.54
https://ror.org/05crjpb27,https://openalex.org/I71209653,Bocconi University,Università Commerciale Luigi Bocconi di Milano,funder,Milano Bocconi,Attivo    ,Università,Non Statale,"Via Sarfatti, 25",MILANO,MILANO,LOMBARDIA,NORD-OVEST,www.unibocconi.it,da 10.000 a 19.999,,61.11
https://ror.org/00j0rk173,https://openalex.org/I2801039369,Marconi University,Università telematica Guglielmo Marconi di Roma,education,Roma Marconi,Attivo    ,Università telematica,Non Statale,"via Plinio, 44",ROMA,ROMA,LAZIO,CENTRO,www.unimarconi.it,da 10.000 a 19.999,,61.11
https://ror.org/035gh3a49,https://openalex.org/I127077003,IMT School for Advanced Studies Lucca,Scuola IMT Alti Studi di Lucca,funder,Lucca - IMT,Attivo    ,Scuola Superiore ad Ordinamento Speciale,Statale   ,"Piazza S. Ponziano,6",LUCCA,LUCCA,TOSCANA,CENTRO,www.imtlucca.it,,Scuola IMT Alti Studi LUCCA,60.94
https://ror.org/02wgnr390,https://openalex.org/I4210125243,Italian University Line,"Università telematica ""Italian University line"" di Firenze",education,Firenze IUL,Attivo    ,Università telematica,Non Statale,"Via M. Buonarroti, 10",FIRENZE,FIRENZE,TOSCANA,CENTRO,,inferiore a 10.000,,60.53
https://ror.org/01q9h8k89,https://openalex.org/I127927624,University of Naples - L'Orientale,Università degli studi L'Orientale di Napoli,funder,Napoli L'Orientale,Attivo    ,Università,Statale   ,"Via Chiatamone, 61/62",NAPOLI,NAPOLI,CAMPANIA,SUD,www.unior.it,da 10.000 a 19.999,"""L'Orientale"" di NAPOLI",58.57
https://ror.org/0005w8d69,https://openalex.org/I112859197,Università di Camerino,Università degli Studi di Camerino,funder,Camerino,Attivo    ,Università,Statale   ,"Via del Bastione, 2",CAMERINO,MACERATA,MARCHE,CENTRO,www.unicam.it,inferiore a 10.000,CAMERINO,58.06
https://ror.org/043qcb444,https://openalex.org/I4210150763,Gran Sasso Science Institute,Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila,funder,L'Aquila GSSI,Attivo    ,Scuola Superiore ad Ordinamento Speciale,Statale   ,"Viale F. Crispi, 7",L'AQUILA,L'AQUILA,ABRUZZO,SUD,www.gssi.infn.it,,,56.0
https://ror.org/03cxwg632,https://openalex.org/I4210125310,Pegaso University,"Universita telematica ""Pegaso"" di Napoli",funder,Napoli Pegaso,Attivo    ,Università telematica,Non Statale,Piazza Trieste e Trento n. 48,NAPOLI,NAPOLI,CAMPANIA,SUD,www.unipegaso.it,da 30.000 a 59.999,,55.56
https://ror.org/02rwycx38,https://openalex.org/I292310028,San Raffaele University of Rome,"Università telematica ""San Raffaele"" di Roma - già ""UNITEL""",education,Roma San Raffaele,Attivo    ,Università telematica,Non Statale,"Via di Val Cannuta, 247",ROMA,ROMA,LAZIO,CENTRO,www.unisanraffaele.gov.it,inferiore a 10.000,,55.56
https://ror.org/01bnjbv91,https://openalex.org/I159650629,University of Sassari,Università degli Studi di Sassari,funder,Sassari,Attivo    ,Università,Statale   ,"P.zza dell'Universita', 21",SASSARI,SASSARI,SARDEGNA,ISOLE,www.uniss.it,da 10.000 a 19.999,SASSARI,55.36
https://ror.org/003109y17,https://openalex.org/I172446870,University of Cagliari,Università degli Studi di Cagliari,funder,Cagliari,Attivo    ,Università,Statale   ,"Via Universita', 40",CAGLIARI,CAGLIARI,SARDEGNA,ISOLE,www.unica.it,da 20.000 a 29.999,CAGLIARI,54.55
https://ror.org/0530bdk91,https://openalex.org/I36443711,Magna Graecia University,Università degli studi di Catanzaro - Magna Grecia,education,Catanzaro,Attivo    ,Università,Statale   ,Viale Europa - Loc. GERMANETO,CATANZARO,CATANZARO,CALABRIA,SUD,www.unicz.it,da 10.000 a 19.999,CATANZARO,54.39
https://ror.org/032c3ae16,https://openalex.org/I4210124295,University Niccolò Cusano,Università telematica Niccolò Cusano di Roma,education,Roma UNICUSANO,Attivo    ,Università telematica,Non Statale,"Via Don Carlo Gnocchi, 3",ROMA,ROMA,LAZIO,CENTRO,www.unicusano.it,da 20.000 a 29.999,,52.24
https://ror.org/00bgk9508,https://openalex.org/I177477856,Polytechnic University of Turin,Politecnico di Torino,funder,Torino Politecnico,Attivo    ,Politecnico,Statale   ,"Corso Duca degli Abruzzi, 24",TORINO,TORINO,PIEMONTE,NORD-OVEST,www.polito.it,da 30.000 a 59.999,Politecnico di TORINO,52.0
